time [s],yaw [rad],pitch [rad],roll [rad]
26456,0.00E+00,0.00E+00,0.00E+00
26457,0.00E+00,0.00E+00,0.00E+00
26458,0.00E+00,0.00E+00,0.00E+00
26459,0.00E+00,0.00E+00,0.00E+00
26460,0.00E+00,0.00E+00,0.00E+00
26461,0.00E+00,0.00E+00,0.00E+00
26462,0.00E+00,0.00E+00,0.00E+00
26463,0.00E+00,0.00E+00,0.00E+00
26464,0.00E+00,0.00E+00,0.00E+00
26465,0.00E+00,0.00E+00,0.00E+00
26466,0.00E+00,0.00E+00,0.00E+00
26467,0.00E+00,0.00E+00,0.00E+00
26468,0.00E+00,0.00E+00,0.00E+00
26469,0.00E+00,0.00E+00,0.00E+00
26470,0.00E+00,0.00E+00,0.00E+00
26471,0.00E+00,0.00E+00,0.00E+00
26472,0.00E+00,0.00E+00,0.00E+00
26473,0.00E+00,0.00E+00,0.00E+00
26474,0.00E+00,0.00E+00,0.00E+00
26475,0.00E+00,0.00E+00,0.00E+00
26476,0.00E+00,0.00E+00,0.00E+00
26477,0.00E+00,0.00E+00,0.00E+00
26478,0.00E+00,0.00E+00,0.00E+00
26479,0.00E+00,0.00E+00,0.00E+00
26480,0.00E+00,0.00E+00,0.00E+00
26481,0.00E+00,0.00E+00,0.00E+00
26482,0.00E+00,0.00E+00,0.00E+00
26483,0.00E+00,0.00E+00,0.00E+00
26484,0.00E+00,0.00E+00,0.00E+00
26485,0.00E+00,0.00E+00,0.00E+00
26486,0.00E+00,0.00E+00,0.00E+00
26487,0.00E+00,0.00E+00,0.00E+00
26488,0.00E+00,0.00E+00,0.00E+00
26489,0.00E+00,0.00E+00,0.00E+00
26490,0.00E+00,0.00E+00,0.00E+00
26491,0.00E+00,0.00E+00,0.00E+00
26492,0.00E+00,0.00E+00,0.00E+00
26493,0.00E+00,0.00E+00,0.00E+00
26494,0.00E+00,0.00E+00,0.00E+00
26495,0.00E+00,0.00E+00,0.00E+00
26496,0.00E+00,0.00E+00,0.00E+00
26497,0.00E+00,0.00E+00,0.00E+00
26498,0.00E+00,0.00E+00,0.00E+00
26499,0.00E+00,0.00E+00,0.00E+00
26500,0.00E+00,0.00E+00,0.00E+00
26501,0.00E+00,0.00E+00,0.00E+00
26502,0.00E+00,0.00E+00,0.00E+00
26503,0.00E+00,0.00E+00,0.00E+00
26504,0.00E+00,0.00E+00,0.00E+00
26505,0.00E+00,0.00E+00,0.00E+00
26506,0.00E+00,0.00E+00,0.00E+00
26507,0.00E+00,0.00E+00,0.00E+00
26508,0.00E+00,0.00E+00,0.00E+00
26509,0.00E+00,0.00E+00,0.00E+00
26510,0.00E+00,0.00E+00,0.00E+00
26511,0.00E+00,0.00E+00,0.00E+00
26512,0.00E+00,0.00E+00,0.00E+00
26513,0.00E+00,0.00E+00,0.00E+00
26514,0.00E+00,0.00E+00,0.00E+00
26515,0.00E+00,0.00E+00,0.00E+00
26516,0.00E+00,0.00E+00,0.00E+00
26517,0.00E+00,0.00E+00,0.00E+00
26518,0.00E+00,0.00E+00,0.00E+00
26519,0.00E+00,0.00E+00,0.00E+00
26520,0.00E+00,0.00E+00,0.00E+00
26521,0.00E+00,0.00E+00,0.00E+00
26522,0.00E+00,0.00E+00,0.00E+00
26523,0.00E+00,0.00E+00,0.00E+00
26524,0.00E+00,0.00E+00,0.00E+00
26525,0.00E+00,0.00E+00,0.00E+00
26526,0.00E+00,0.00E+00,0.00E+00
26527,0.00E+00,0.00E+00,0.00E+00
26528,0.00E+00,0.00E+00,0.00E+00
26529,0.00E+00,0.00E+00,0.00E+00
26530,0.00E+00,0.00E+00,0.00E+00
26531,0.00E+00,0.00E+00,0.00E+00
26532,0.00E+00,0.00E+00,0.00E+00
26533,0.00E+00,0.00E+00,0.00E+00
26534,0.00E+00,0.00E+00,0.00E+00
26535,0.00E+00,0.00E+00,0.00E+00
26536,0.00E+00,0.00E+00,0.00E+00
26537,0.00E+00,0.00E+00,0.00E+00
26538,0.00E+00,0.00E+00,0.00E+00
26539,0.00E+00,0.00E+00,0.00E+00
26540,0.00E+00,0.00E+00,0.00E+00
26541,0.00E+00,0.00E+00,0.00E+00
26542,0.00E+00,0.00E+00,0.00E+00
26543,0.00E+00,0.00E+00,0.00E+00
26544,0.00E+00,0.00E+00,0.00E+00
26545,0.00E+00,0.00E+00,0.00E+00
26546,0.00E+00,0.00E+00,0.00E+00
26547,0.00E+00,0.00E+00,0.00E+00
26548,0.00E+00,0.00E+00,0.00E+00
26549,0.00E+00,0.00E+00,0.00E+00
26550,0.00E+00,0.00E+00,0.00E+00
26551,0.00E+00,0.00E+00,0.00E+00
26552,0.00E+00,0.00E+00,0.00E+00
26553,0.00E+00,0.00E+00,0.00E+00
26554,0.00E+00,0.00E+00,0.00E+00
26555,0.00E+00,0.00E+00,0.00E+00
26556,0.00E+00,0.00E+00,0.00E+00
26557,0.00E+00,0.00E+00,0.00E+00
26558,0.00E+00,0.00E+00,0.00E+00
26559,0.00E+00,0.00E+00,0.00E+00
26560,0.00E+00,0.00E+00,0.00E+00
26561,0.00E+00,0.00E+00,0.00E+00
26562,0.00E+00,0.00E+00,0.00E+00
26563,0.00E+00,0.00E+00,0.00E+00
26564,0.00E+00,0.00E+00,0.00E+00
26565,0.00E+00,0.00E+00,0.00E+00
26566,0.00E+00,0.00E+00,0.00E+00
26567,0.00E+00,0.00E+00,0.00E+00
26568,0.00E+00,0.00E+00,0.00E+00
26569,0.00E+00,0.00E+00,0.00E+00
26570,0.00E+00,0.00E+00,0.00E+00
26571,0.00E+00,0.00E+00,0.00E+00
26572,0.00E+00,0.00E+00,0.00E+00
26573,0.00E+00,0.00E+00,0.00E+00
26574,0.00E+00,0.00E+00,0.00E+00
26575,0.00E+00,0.00E+00,0.00E+00
26576,0.00E+00,0.00E+00,0.00E+00
26577,0.00E+00,0.00E+00,0.00E+00
26578,0.00E+00,0.00E+00,0.00E+00
26579,0.00E+00,0.00E+00,0.00E+00
26580,0.00E+00,0.00E+00,0.00E+00
26581,0.00E+00,0.00E+00,0.00E+00
26582,0.00E+00,0.00E+00,0.00E+00
26583,0.00E+00,0.00E+00,0.00E+00
26584,0.00E+00,0.00E+00,0.00E+00
26585,0.00E+00,0.00E+00,0.00E+00
26586,0.00E+00,0.00E+00,0.00E+00
26587,0.00E+00,0.00E+00,0.00E+00
26588,0.00E+00,0.00E+00,0.00E+00
26589,0.00E+00,0.00E+00,0.00E+00
26590,0.00E+00,0.00E+00,0.00E+00
26591,0.00E+00,0.00E+00,0.00E+00
26592,0.00E+00,0.00E+00,0.00E+00
26593,0.00E+00,0.00E+00,0.00E+00
26594,0.00E+00,0.00E+00,0.00E+00
26595,0.00E+00,0.00E+00,0.00E+00
26596,0.00E+00,0.00E+00,0.00E+00
26597,0.00E+00,0.00E+00,0.00E+00
26598,0.00E+00,0.00E+00,0.00E+00
26599,0.00E+00,0.00E+00,0.00E+00
26600,0.00E+00,0.00E+00,0.00E+00
26601,0.00E+00,0.00E+00,0.00E+00
26602,0.00E+00,0.00E+00,0.00E+00
26603,0.00E+00,0.00E+00,0.00E+00
26604,0.00E+00,0.00E+00,0.00E+00
26605,0.00E+00,0.00E+00,0.00E+00
26606,0.00E+00,0.00E+00,0.00E+00
26607,0.00E+00,0.00E+00,0.00E+00
26608,0.00E+00,0.00E+00,0.00E+00
26609,0.00E+00,0.00E+00,0.00E+00
26610,0.00E+00,0.00E+00,0.00E+00
26611,0.00E+00,0.00E+00,0.00E+00
26612,0.00E+00,0.00E+00,0.00E+00
26613,0.00E+00,0.00E+00,0.00E+00
26614,0.00E+00,0.00E+00,0.00E+00
26615,0.00E+00,0.00E+00,0.00E+00
26616,0.00E+00,0.00E+00,0.00E+00
26617,0.00E+00,0.00E+00,0.00E+00
26618,0.00E+00,0.00E+00,0.00E+00
26619,0.00E+00,0.00E+00,0.00E+00
26620,0.00E+00,0.00E+00,0.00E+00
26621,0.00E+00,0.00E+00,0.00E+00
26622,0.00E+00,0.00E+00,0.00E+00
26623,0.00E+00,0.00E+00,0.00E+00
26624,0.00E+00,0.00E+00,0.00E+00
26625,0.00E+00,0.00E+00,0.00E+00
26626,0.00E+00,0.00E+00,0.00E+00
26627,0.00E+00,0.00E+00,0.00E+00
26628,0.00E+00,0.00E+00,0.00E+00
26629,0.00E+00,0.00E+00,0.00E+00
26630,0.00E+00,0.00E+00,0.00E+00
26631,0.00E+00,0.00E+00,0.00E+00
26632,0.00E+00,0.00E+00,0.00E+00
26633,0.00E+00,0.00E+00,0.00E+00
26634,0.00E+00,0.00E+00,0.00E+00
26635,0.00E+00,0.00E+00,0.00E+00
26636,0.00E+00,0.00E+00,0.00E+00
26637,0.00E+00,0.00E+00,0.00E+00
26638,0.00E+00,0.00E+00,0.00E+00
26639,0.00E+00,0.00E+00,0.00E+00
26640,0.00E+00,0.00E+00,0.00E+00
26641,0.00E+00,0.00E+00,0.00E+00
26642,0.00E+00,0.00E+00,0.00E+00
26643,0.00E+00,0.00E+00,0.00E+00
26644,0.00E+00,0.00E+00,0.00E+00
26645,0.00E+00,0.00E+00,0.00E+00
26646,0.00E+00,0.00E+00,0.00E+00
26647,0.00E+00,0.00E+00,0.00E+00
26648,0.00E+00,0.00E+00,0.00E+00
26649,0.00E+00,0.00E+00,0.00E+00
26650,0.00E+00,0.00E+00,0.00E+00
26651,0.00E+00,0.00E+00,0.00E+00
26652,0.00E+00,0.00E+00,0.00E+00
26653,0.00E+00,0.00E+00,0.00E+00
26654,0.00E+00,0.00E+00,0.00E+00
26655,0.00E+00,0.00E+00,0.00E+00
26656,0.00E+00,0.00E+00,0.00E+00
26657,0.00E+00,0.00E+00,0.00E+00
26658,0.00E+00,0.00E+00,0.00E+00
26659,0.00E+00,0.00E+00,0.00E+00
26660,0.00E+00,0.00E+00,0.00E+00
26661,0.00E+00,0.00E+00,0.00E+00
26662,0.00E+00,0.00E+00,0.00E+00
26663,0.00E+00,0.00E+00,0.00E+00
26664,0.00E+00,0.00E+00,0.00E+00
26665,0.00E+00,0.00E+00,0.00E+00
26666,0.00E+00,0.00E+00,0.00E+00
26667,0.00E+00,0.00E+00,0.00E+00
26668,0.00E+00,0.00E+00,0.00E+00
26669,0.00E+00,0.00E+00,0.00E+00
26670,0.00E+00,0.00E+00,0.00E+00
26671,0.00E+00,0.00E+00,0.00E+00
26672,0.00E+00,0.00E+00,0.00E+00
26673,0.00E+00,0.00E+00,0.00E+00
26674,0.00E+00,0.00E+00,0.00E+00
26675,0.00E+00,0.00E+00,0.00E+00
26676,0.00E+00,0.00E+00,0.00E+00
26677,0.00E+00,0.00E+00,0.00E+00
26678,0.00E+00,0.00E+00,0.00E+00
26679,0.00E+00,0.00E+00,0.00E+00
26680,0.00E+00,0.00E+00,0.00E+00
26681,0.00E+00,0.00E+00,0.00E+00
26682,0.00E+00,0.00E+00,0.00E+00
26683,0.00E+00,0.00E+00,0.00E+00
26684,0.00E+00,0.00E+00,0.00E+00
26685,0.00E+00,0.00E+00,0.00E+00
26686,0.00E+00,0.00E+00,0.00E+00
26687,0.00E+00,0.00E+00,0.00E+00
26688,0.00E+00,0.00E+00,0.00E+00
26689,0.00E+00,0.00E+00,0.00E+00
26690,0.00E+00,0.00E+00,0.00E+00
26691,0.00E+00,0.00E+00,0.00E+00
26692,0.00E+00,0.00E+00,0.00E+00
26693,0.00E+00,0.00E+00,0.00E+00
26694,0.00E+00,0.00E+00,0.00E+00
26695,0.00E+00,0.00E+00,0.00E+00
26696,0.00E+00,0.00E+00,0.00E+00
26697,0.00E+00,0.00E+00,0.00E+00
26698,0.00E+00,0.00E+00,0.00E+00
26699,0.00E+00,0.00E+00,0.00E+00
26700,0.00E+00,0.00E+00,0.00E+00
26701,0.00E+00,0.00E+00,0.00E+00
26702,0.00E+00,0.00E+00,0.00E+00
26703,0.00E+00,0.00E+00,0.00E+00
26704,0.00E+00,0.00E+00,0.00E+00
26705,0.00E+00,0.00E+00,0.00E+00
26706,0.00E+00,0.00E+00,0.00E+00
26707,0.00E+00,0.00E+00,0.00E+00
26708,0.00E+00,0.00E+00,0.00E+00
26709,0.00E+00,0.00E+00,0.00E+00
26710,0.00E+00,0.00E+00,0.00E+00
26711,0.00E+00,0.00E+00,0.00E+00
26712,0.00E+00,0.00E+00,0.00E+00
26713,0.00E+00,0.00E+00,0.00E+00
26714,0.00E+00,0.00E+00,0.00E+00
26715,0.00E+00,0.00E+00,0.00E+00
26716,0.00E+00,0.00E+00,0.00E+00
26717,0.00E+00,0.00E+00,0.00E+00
26718,0.00E+00,0.00E+00,0.00E+00
26719,0.00E+00,0.00E+00,0.00E+00
26720,0.00E+00,0.00E+00,0.00E+00
26721,0.00E+00,0.00E+00,0.00E+00
26722,0.00E+00,0.00E+00,0.00E+00
26723,0.00E+00,0.00E+00,0.00E+00
26724,0.00E+00,0.00E+00,0.00E+00
26725,0.00E+00,0.00E+00,0.00E+00
26726,0.00E+00,0.00E+00,0.00E+00
26727,0.00E+00,0.00E+00,0.00E+00
26728,0.00E+00,0.00E+00,0.00E+00
26729,0.00E+00,0.00E+00,0.00E+00
26730,0.00E+00,0.00E+00,0.00E+00
26731,0.00E+00,0.00E+00,0.00E+00
26732,0.00E+00,0.00E+00,0.00E+00
26733,0.00E+00,0.00E+00,0.00E+00
26734,0.00E+00,0.00E+00,0.00E+00
26735,0.00E+00,0.00E+00,0.00E+00
26736,0.00E+00,0.00E+00,0.00E+00
26737,0.00E+00,0.00E+00,0.00E+00
26738,0.00E+00,0.00E+00,0.00E+00
26739,0.00E+00,0.00E+00,0.00E+00
26740,0.00E+00,0.00E+00,0.00E+00
26741,0.00E+00,0.00E+00,0.00E+00
26742,0.00E+00,0.00E+00,0.00E+00
26743,0.00E+00,0.00E+00,0.00E+00
26744,0.00E+00,0.00E+00,0.00E+00
26745,0.00E+00,0.00E+00,0.00E+00
26746,0.00E+00,0.00E+00,0.00E+00
26747,0.00E+00,0.00E+00,0.00E+00
26748,0.00E+00,0.00E+00,0.00E+00
26749,0.00E+00,0.00E+00,0.00E+00
26750,0.00E+00,0.00E+00,0.00E+00
26751,0.00E+00,0.00E+00,0.00E+00
26752,0.00E+00,0.00E+00,0.00E+00
26753,0.00E+00,0.00E+00,0.00E+00
26754,0.00E+00,0.00E+00,0.00E+00
26755,0.00E+00,0.00E+00,0.00E+00
26756,0.00E+00,0.00E+00,0.00E+00
26757,0.00E+00,0.00E+00,0.00E+00
26758,0.00E+00,0.00E+00,0.00E+00
26759,0.00E+00,0.00E+00,0.00E+00
26760,0.00E+00,0.00E+00,0.00E+00
26761,0.00E+00,0.00E+00,0.00E+00
26762,0.00E+00,0.00E+00,0.00E+00
26763,0.00E+00,0.00E+00,0.00E+00
26764,0.00E+00,0.00E+00,0.00E+00
26765,0.00E+00,0.00E+00,0.00E+00
26766,0.00E+00,0.00E+00,0.00E+00
26767,0.00E+00,0.00E+00,0.00E+00
26768,0.00E+00,0.00E+00,0.00E+00
26769,0.00E+00,0.00E+00,0.00E+00
26770,0.00E+00,0.00E+00,0.00E+00
26771,0.00E+00,0.00E+00,0.00E+00
26772,0.00E+00,0.00E+00,0.00E+00
26773,0.00E+00,0.00E+00,0.00E+00
26774,0.00E+00,0.00E+00,0.00E+00
26775,0.00E+00,0.00E+00,0.00E+00
26776,0.00E+00,0.00E+00,0.00E+00
26777,0.00E+00,0.00E+00,0.00E+00
26778,0.00E+00,0.00E+00,0.00E+00
26779,0.00E+00,0.00E+00,0.00E+00
26780,0.00E+00,0.00E+00,0.00E+00
26781,0.00E+00,0.00E+00,0.00E+00
26782,0.00E+00,0.00E+00,0.00E+00
26783,0.00E+00,0.00E+00,0.00E+00
26784,0.00E+00,0.00E+00,0.00E+00
26785,0.00E+00,0.00E+00,0.00E+00
26786,0.00E+00,0.00E+00,0.00E+00
26787,0.00E+00,0.00E+00,0.00E+00
26788,0.00E+00,0.00E+00,0.00E+00
26789,0.00E+00,0.00E+00,0.00E+00
26790,0.00E+00,0.00E+00,0.00E+00
26791,0.00E+00,0.00E+00,0.00E+00
26792,0.00E+00,0.00E+00,0.00E+00
26793,0.00E+00,0.00E+00,0.00E+00
26794,0.00E+00,0.00E+00,0.00E+00
26795,0.00E+00,0.00E+00,0.00E+00
26796,0.00E+00,0.00E+00,0.00E+00
26797,0.00E+00,0.00E+00,0.00E+00
26798,0.00E+00,0.00E+00,0.00E+00
26799,0.00E+00,0.00E+00,0.00E+00
26800,0.00E+00,0.00E+00,0.00E+00
26801,0.00E+00,0.00E+00,0.00E+00
26802,0.00E+00,0.00E+00,0.00E+00
26803,0.00E+00,0.00E+00,0.00E+00
26804,0.00E+00,0.00E+00,0.00E+00
26805,0.00E+00,0.00E+00,0.00E+00
26806,0.00E+00,0.00E+00,0.00E+00
26807,0.00E+00,0.00E+00,0.00E+00
26808,0.00E+00,0.00E+00,0.00E+00
26809,0.00E+00,0.00E+00,0.00E+00
26810,0.00E+00,0.00E+00,0.00E+00
26811,0.00E+00,0.00E+00,0.00E+00
26812,0.00E+00,0.00E+00,0.00E+00
26813,0.00E+00,0.00E+00,0.00E+00
26814,0.00E+00,0.00E+00,0.00E+00
26815,0.00E+00,0.00E+00,0.00E+00
26816,0.00E+00,0.00E+00,0.00E+00
26817,0.00E+00,0.00E+00,0.00E+00
26818,0.00E+00,0.00E+00,0.00E+00
26819,0.00E+00,0.00E+00,0.00E+00
26820,0.00E+00,0.00E+00,0.00E+00
26821,0.00E+00,0.00E+00,0.00E+00
26822,0.00E+00,0.00E+00,0.00E+00
26823,0.00E+00,0.00E+00,0.00E+00
26824,0.00E+00,0.00E+00,0.00E+00
26825,0.00E+00,0.00E+00,0.00E+00
26826,0.00E+00,0.00E+00,0.00E+00
26827,0.00E+00,0.00E+00,0.00E+00
26828,0.00E+00,0.00E+00,0.00E+00
26829,0.00E+00,0.00E+00,0.00E+00
26830,0.00E+00,0.00E+00,0.00E+00
26831,0.00E+00,0.00E+00,0.00E+00
26832,0.00E+00,0.00E+00,0.00E+00
26833,0.00E+00,0.00E+00,0.00E+00
26834,0.00E+00,0.00E+00,0.00E+00
26835,0.00E+00,0.00E+00,0.00E+00
26836,0.00E+00,0.00E+00,0.00E+00
26837,0.00E+00,0.00E+00,0.00E+00
26838,0.00E+00,0.00E+00,0.00E+00
26839,0.00E+00,0.00E+00,0.00E+00
26840,0.00E+00,0.00E+00,0.00E+00
26841,0.00E+00,0.00E+00,0.00E+00
26842,0.00E+00,0.00E+00,0.00E+00
26843,0.00E+00,0.00E+00,0.00E+00
26844,0.00E+00,0.00E+00,0.00E+00
26845,0.00E+00,0.00E+00,0.00E+00
26846,0.00E+00,0.00E+00,0.00E+00
26847,0.00E+00,0.00E+00,0.00E+00
26848,0.00E+00,0.00E+00,0.00E+00
26849,0.00E+00,0.00E+00,0.00E+00
26850,0.00E+00,0.00E+00,0.00E+00
26851,0.00E+00,0.00E+00,0.00E+00
26852,0.00E+00,0.00E+00,0.00E+00
26853,0.00E+00,0.00E+00,0.00E+00
26854,0.00E+00,0.00E+00,0.00E+00
26855,0.00E+00,0.00E+00,0.00E+00
26856,0.00E+00,0.00E+00,0.00E+00
26857,0.00E+00,0.00E+00,0.00E+00
26858,0.00E+00,0.00E+00,0.00E+00
26859,0.00E+00,0.00E+00,0.00E+00
26860,0.00E+00,0.00E+00,0.00E+00
26861,0.00E+00,0.00E+00,0.00E+00
26862,0.00E+00,0.00E+00,0.00E+00
26863,0.00E+00,0.00E+00,0.00E+00
26864,0.00E+00,0.00E+00,0.00E+00
26865,0.00E+00,0.00E+00,0.00E+00
26866,0.00E+00,0.00E+00,0.00E+00
26867,0.00E+00,0.00E+00,0.00E+00
26868,0.00E+00,0.00E+00,0.00E+00
26869,0.00E+00,0.00E+00,0.00E+00
26870,0.00E+00,0.00E+00,0.00E+00
26871,0.00E+00,0.00E+00,0.00E+00
26872,0.00E+00,0.00E+00,0.00E+00
26873,0.00E+00,0.00E+00,0.00E+00
26874,0.00E+00,0.00E+00,0.00E+00
26875,0.00E+00,0.00E+00,0.00E+00
26876,0.00E+00,0.00E+00,0.00E+00
26877,0.00E+00,0.00E+00,0.00E+00
26878,0.00E+00,0.00E+00,0.00E+00
26879,0.00E+00,0.00E+00,0.00E+00
26880,0.00E+00,0.00E+00,0.00E+00
26881,0.00E+00,0.00E+00,0.00E+00
26882,0.00E+00,0.00E+00,0.00E+00
26883,0.00E+00,0.00E+00,0.00E+00
26884,0.00E+00,0.00E+00,0.00E+00
26885,0.00E+00,0.00E+00,0.00E+00
26886,0.00E+00,0.00E+00,0.00E+00
26887,0.00E+00,0.00E+00,0.00E+00
26888,0.00E+00,0.00E+00,0.00E+00
26889,0.00E+00,0.00E+00,0.00E+00
26890,0.00E+00,0.00E+00,0.00E+00
26891,0.00E+00,0.00E+00,0.00E+00
26892,0.00E+00,0.00E+00,0.00E+00
26893,0.00E+00,0.00E+00,0.00E+00
26894,0.00E+00,0.00E+00,0.00E+00
26895,0.00E+00,0.00E+00,0.00E+00
26896,0.00E+00,0.00E+00,0.00E+00
26897,0.00E+00,0.00E+00,0.00E+00
26898,0.00E+00,0.00E+00,0.00E+00
26899,0.00E+00,0.00E+00,0.00E+00
26900,0.00E+00,0.00E+00,0.00E+00
26901,0.00E+00,0.00E+00,0.00E+00
26902,0.00E+00,0.00E+00,0.00E+00
26903,0.00E+00,0.00E+00,0.00E+00
26904,0.00E+00,0.00E+00,0.00E+00
26905,0.00E+00,0.00E+00,0.00E+00
26906,0.00E+00,0.00E+00,0.00E+00
26907,0.00E+00,0.00E+00,0.00E+00
26908,0.00E+00,0.00E+00,0.00E+00
26909,0.00E+00,0.00E+00,0.00E+00
26910,0.00E+00,0.00E+00,0.00E+00
26911,0.00E+00,0.00E+00,0.00E+00
26912,0.00E+00,0.00E+00,0.00E+00
26913,0.00E+00,0.00E+00,0.00E+00
26914,0.00E+00,0.00E+00,0.00E+00
26915,0.00E+00,0.00E+00,0.00E+00
26916,0.00E+00,0.00E+00,0.00E+00
26917,0.00E+00,0.00E+00,0.00E+00
26918,0.00E+00,0.00E+00,0.00E+00
26919,0.00E+00,0.00E+00,0.00E+00
26920,0.00E+00,0.00E+00,0.00E+00
26921,0.00E+00,0.00E+00,0.00E+00
26922,0.00E+00,0.00E+00,0.00E+00
26923,0.00E+00,0.00E+00,0.00E+00
26924,0.00E+00,0.00E+00,0.00E+00
26925,0.00E+00,0.00E+00,0.00E+00
26926,0.00E+00,0.00E+00,0.00E+00
26927,0.00E+00,0.00E+00,0.00E+00
26928,0.00E+00,0.00E+00,0.00E+00
26929,0.00E+00,0.00E+00,0.00E+00
26930,0.00E+00,0.00E+00,0.00E+00
26931,0.00E+00,0.00E+00,0.00E+00
26932,0.00E+00,0.00E+00,0.00E+00
26933,0.00E+00,0.00E+00,0.00E+00
26934,0.00E+00,0.00E+00,0.00E+00
26935,0.00E+00,0.00E+00,0.00E+00
26936,0.00E+00,0.00E+00,0.00E+00
26937,0.00E+00,0.00E+00,0.00E+00
26938,0.00E+00,0.00E+00,0.00E+00
26939,0.00E+00,0.00E+00,0.00E+00
26940,0.00E+00,0.00E+00,0.00E+00
26941,0.00E+00,0.00E+00,0.00E+00
26942,0.00E+00,0.00E+00,0.00E+00
26943,0.00E+00,0.00E+00,0.00E+00
26944,0.00E+00,0.00E+00,0.00E+00
26945,0.00E+00,0.00E+00,0.00E+00
26946,0.00E+00,0.00E+00,0.00E+00
26947,0.00E+00,0.00E+00,0.00E+00
26948,0.00E+00,0.00E+00,0.00E+00
26949,0.00E+00,0.00E+00,0.00E+00
26950,0.00E+00,0.00E+00,0.00E+00
26951,0.00E+00,0.00E+00,0.00E+00
26952,0.00E+00,0.00E+00,0.00E+00
26953,0.00E+00,0.00E+00,0.00E+00
26954,0.00E+00,0.00E+00,0.00E+00
26955,0.00E+00,0.00E+00,0.00E+00
26956,0.00E+00,0.00E+00,0.00E+00
26957,0.00E+00,0.00E+00,0.00E+00
26958,0.00E+00,0.00E+00,0.00E+00
26959,0.00E+00,0.00E+00,0.00E+00
26960,0.00E+00,0.00E+00,0.00E+00
26961,0.00E+00,0.00E+00,0.00E+00
26962,0.00E+00,0.00E+00,0.00E+00
26963,0.00E+00,0.00E+00,0.00E+00
26964,0.00E+00,0.00E+00,0.00E+00
26965,0.00E+00,0.00E+00,0.00E+00
26966,0.00E+00,0.00E+00,0.00E+00
26967,0.00E+00,0.00E+00,0.00E+00
26968,0.00E+00,0.00E+00,0.00E+00
26969,0.00E+00,0.00E+00,0.00E+00
26970,0.00E+00,0.00E+00,0.00E+00
26971,0.00E+00,0.00E+00,0.00E+00
26972,0.00E+00,0.00E+00,0.00E+00
26973,0.00E+00,0.00E+00,0.00E+00
26974,0.00E+00,0.00E+00,0.00E+00
26975,0.00E+00,0.00E+00,0.00E+00
26976,0.00E+00,0.00E+00,0.00E+00
26977,0.00E+00,0.00E+00,0.00E+00
26978,0.00E+00,0.00E+00,0.00E+00
26979,0.00E+00,0.00E+00,0.00E+00
26980,0.00E+00,0.00E+00,0.00E+00
26981,0.00E+00,0.00E+00,0.00E+00
26982,0.00E+00,0.00E+00,0.00E+00
26983,0.00E+00,0.00E+00,0.00E+00
26984,0.00E+00,0.00E+00,0.00E+00
26985,0.00E+00,0.00E+00,0.00E+00
26986,0.00E+00,0.00E+00,0.00E+00
26987,0.00E+00,0.00E+00,0.00E+00
26988,0.00E+00,0.00E+00,0.00E+00
26989,0.00E+00,0.00E+00,0.00E+00
26990,0.00E+00,0.00E+00,0.00E+00
26991,0.00E+00,0.00E+00,0.00E+00
26992,0.00E+00,0.00E+00,0.00E+00
26993,0.00E+00,0.00E+00,0.00E+00
26994,0.00E+00,0.00E+00,0.00E+00
26995,0.00E+00,0.00E+00,0.00E+00
26996,0.00E+00,0.00E+00,0.00E+00
26997,0.00E+00,0.00E+00,0.00E+00
26998,0.00E+00,0.00E+00,0.00E+00
26999,0.00E+00,0.00E+00,0.00E+00
27000,0.00E+00,0.00E+00,0.00E+00
27001,0.00E+00,0.00E+00,0.00E+00
27002,0.00E+00,0.00E+00,0.00E+00
27003,0.00E+00,0.00E+00,0.00E+00
27004,0.00E+00,0.00E+00,0.00E+00
27005,0.00E+00,0.00E+00,0.00E+00
27006,0.00E+00,0.00E+00,0.00E+00
27007,0.00E+00,0.00E+00,0.00E+00
27008,0.00E+00,0.00E+00,0.00E+00
27009,0.00E+00,0.00E+00,0.00E+00
27010,0.00E+00,0.00E+00,0.00E+00
27011,0.00E+00,0.00E+00,0.00E+00
27012,0.00E+00,0.00E+00,0.00E+00
27013,0.00E+00,0.00E+00,0.00E+00
27014,0.00E+00,0.00E+00,0.00E+00
27015,0.00E+00,0.00E+00,0.00E+00
27016,0.00E+00,0.00E+00,0.00E+00
27017,0.00E+00,0.00E+00,0.00E+00
27018,0.00E+00,0.00E+00,0.00E+00
27019,0.00E+00,0.00E+00,0.00E+00
27020,0.00E+00,0.00E+00,0.00E+00
27021,0.00E+00,0.00E+00,0.00E+00
27022,0.00E+00,0.00E+00,0.00E+00
27023,0.00E+00,0.00E+00,0.00E+00
27024,0.00E+00,0.00E+00,0.00E+00
27025,0.00E+00,0.00E+00,0.00E+00
27026,0.00E+00,0.00E+00,0.00E+00
27027,0.00E+00,0.00E+00,0.00E+00
27028,0.00E+00,0.00E+00,0.00E+00
27029,0.00E+00,0.00E+00,0.00E+00
27030,0.00E+00,0.00E+00,0.00E+00
27031,0.00E+00,0.00E+00,0.00E+00
27032,0.00E+00,0.00E+00,0.00E+00
27033,0.00E+00,0.00E+00,0.00E+00
27034,0.00E+00,0.00E+00,0.00E+00
27035,0.00E+00,0.00E+00,0.00E+00
27036,0.00E+00,0.00E+00,0.00E+00
27037,0.00E+00,0.00E+00,0.00E+00
